"","sorted.div.freqs.v"
"criticism,andthatendeavorshadbeenusedtodiscreditanddecrypoeticaljustice.Aplayinwhichthewickedprosper,andthevirtuousmiscarry,maydoubtlessbegood,becauseitisajustrepresentationofthecommoneventsofhumanlife;but,sinceallreasonablebeingsnaturallylovejustice,Icannoteasilybepersuadedthattheobservationofjustice.human",1.69491525423729
"criticism,andthatendeavorshadbeenusedtodiscreditanddecrypoeticaljustice.Aplayinwhichthewickedprosper,andthevirtuousmiscarry,maydoubtlessbegood,becauseitisajustrepresentationofthecommoneventsofhumanlife;but,sinceallreasonablebeingsnaturallylovejustice,Icannoteasilybepersuadedthattheobservationofjustice.i",1.69491525423729
"criticism,andthatendeavorshadbeenusedtodiscreditanddecrypoeticaljustice.Aplayinwhichthewickedprosper,andthevirtuousmiscarry,maydoubtlessbegood,becauseitisajustrepresentationofthecommoneventsofhumanlife;but,sinceallreasonablebeingsnaturallylovejustice,Icannoteasilybepersuadedthattheobservationofjustice.in",1.69491525423729
"criticism,andthatendeavorshadbeenusedtodiscreditanddecrypoeticaljustice.Aplayinwhichthewickedprosper,andthevirtuousmiscarry,maydoubtlessbegood,becauseitisajustrepresentationofthecommoneventsofhumanlife;but,sinceallreasonablebeingsnaturallylovejustice,Icannoteasilybepersuadedthattheobservationofjustice.is",1.69491525423729
"criticism,andthatendeavorshadbeenusedtodiscreditanddecrypoeticaljustice.Aplayinwhichthewickedprosper,andthevirtuousmiscarry,maydoubtlessbegood,becauseitisajustrepresentationofthecommoneventsofhumanlife;but,sinceallreasonablebeingsnaturallylovejustice,Icannoteasilybepersuadedthattheobservationofjustice.it",1.69491525423729
"criticism,andthatendeavorshadbeenusedtodiscreditanddecrypoeticaljustice.Aplayinwhichthewickedprosper,andthevirtuousmiscarry,maydoubtlessbegood,becauseitisajustrepresentationofthecommoneventsofhumanlife;but,sinceallreasonablebeingsnaturallylovejustice,Icannoteasilybepersuadedthattheobservationofjustice.just",1.69491525423729
"criticism,andthatendeavorshadbeenusedtodiscreditanddecrypoeticaljustice.Aplayinwhichthewickedprosper,andthevirtuousmiscarry,maydoubtlessbegood,becauseitisajustrepresentationofthecommoneventsofhumanlife;but,sinceallreasonablebeingsnaturallylovejustice,Icannoteasilybepersuadedthattheobservationofjustice.life",1.69491525423729
"criticism,andthatendeavorshadbeenusedtodiscreditanddecrypoeticaljustice.Aplayinwhichthewickedprosper,andthevirtuousmiscarry,maydoubtlessbegood,becauseitisajustrepresentationofthecommoneventsofhumanlife;but,sinceallreasonablebeingsnaturallylovejustice,Icannoteasilybepersuadedthattheobservationofjustice.love",1.69491525423729
"criticism,andthatendeavorshadbeenusedtodiscreditanddecrypoeticaljustice.Aplayinwhichthewickedprosper,andthevirtuousmiscarry,maydoubtlessbegood,becauseitisajustrepresentationofthecommoneventsofhumanlife;but,sinceallreasonablebeingsnaturallylovejustice,Icannoteasilybepersuadedthattheobservationofjustice.may",1.69491525423729
"criticism,andthatendeavorshadbeenusedtodiscreditanddecrypoeticaljustice.Aplayinwhichthewickedprosper,andthevirtuousmiscarry,maydoubtlessbegood,becauseitisajustrepresentationofthecommoneventsofhumanlife;but,sinceallreasonablebeingsnaturallylovejustice,Icannoteasilybepersuadedthattheobservationofjustice.miscarry",1.69491525423729
"criticism,andthatendeavorshadbeenusedtodiscreditanddecrypoeticaljustice.Aplayinwhichthewickedprosper,andthevirtuousmiscarry,maydoubtlessbegood,becauseitisajustrepresentationofthecommoneventsofhumanlife;but,sinceallreasonablebeingsnaturallylovejustice,Icannoteasilybepersuadedthattheobservationofjustice.naturally",1.69491525423729
"criticism,andthatendeavorshadbeenusedtodiscreditanddecrypoeticaljustice.Aplayinwhichthewickedprosper,andthevirtuousmiscarry,maydoubtlessbegood,becauseitisajustrepresentationofthecommoneventsofhumanlife;but,sinceallreasonablebeingsnaturallylovejustice,Icannoteasilybepersuadedthattheobservationofjustice.observation",1.69491525423729
"criticism,andthatendeavorshadbeenusedtodiscreditanddecrypoeticaljustice.Aplayinwhichthewickedprosper,andthevirtuousmiscarry,maydoubtlessbegood,becauseitisajustrepresentationofthecommoneventsofhumanlife;but,sinceallreasonablebeingsnaturallylovejustice,Icannoteasilybepersuadedthattheobservationofjustice.persuaded",1.69491525423729
"criticism,andthatendeavorshadbeenusedtodiscreditanddecrypoeticaljustice.Aplayinwhichthewickedprosper,andthevirtuousmiscarry,maydoubtlessbegood,becauseitisajustrepresentationofthecommoneventsofhumanlife;but,sinceallreasonablebeingsnaturallylovejustice,Icannoteasilybepersuadedthattheobservationofjustice.play",1.69491525423729
"criticism,andthatendeavorshadbeenusedtodiscreditanddecrypoeticaljustice.Aplayinwhichthewickedprosper,andthevirtuousmiscarry,maydoubtlessbegood,becauseitisajustrepresentationofthecommoneventsofhumanlife;but,sinceallreasonablebeingsnaturallylovejustice,Icannoteasilybepersuadedthattheobservationofjustice.poetical",1.69491525423729
"criticism,andthatendeavorshadbeenusedtodiscreditanddecrypoeticaljustice.Aplayinwhichthewickedprosper,andthevirtuousmiscarry,maydoubtlessbegood,becauseitisajustrepresentationofthecommoneventsofhumanlife;but,sinceallreasonablebeingsnaturallylovejustice,Icannoteasilybepersuadedthattheobservationofjustice.prosper",1.69491525423729
"criticism,andthatendeavorshadbeenusedtodiscreditanddecrypoeticaljustice.Aplayinwhichthewickedprosper,andthevirtuousmiscarry,maydoubtlessbegood,becauseitisajustrepresentationofthecommoneventsofhumanlife;but,sinceallreasonablebeingsnaturallylovejustice,Icannoteasilybepersuadedthattheobservationofjustice.reasonable",1.69491525423729
"criticism,andthatendeavorshadbeenusedtodiscreditanddecrypoeticaljustice.Aplayinwhichthewickedprosper,andthevirtuousmiscarry,maydoubtlessbegood,becauseitisajustrepresentationofthecommoneventsofhumanlife;but,sinceallreasonablebeingsnaturallylovejustice,Icannoteasilybepersuadedthattheobservationofjustice.representation",1.69491525423729
"criticism,andthatendeavorshadbeenusedtodiscreditanddecrypoeticaljustice.Aplayinwhichthewickedprosper,andthevirtuousmiscarry,maydoubtlessbegood,becauseitisajustrepresentationofthecommoneventsofhumanlife;but,sinceallreasonablebeingsnaturallylovejustice,Icannoteasilybepersuadedthattheobservationofjustice.since",1.69491525423729
"criticism,andthatendeavorshadbeenusedtodiscreditanddecrypoeticaljustice.Aplayinwhichthewickedprosper,andthevirtuousmiscarry,maydoubtlessbegood,becauseitisajustrepresentationofthecommoneventsofhumanlife;but,sinceallreasonablebeingsnaturallylovejustice,Icannoteasilybepersuadedthattheobservationofjustice.to",1.69491525423729
"criticism,andthatendeavorshadbeenusedtodiscreditanddecrypoeticaljustice.Aplayinwhichthewickedprosper,andthevirtuousmiscarry,maydoubtlessbegood,becauseitisajustrepresentationofthecommoneventsofhumanlife;but,sinceallreasonablebeingsnaturallylovejustice,Icannoteasilybepersuadedthattheobservationofjustice.used",1.69491525423729
"criticism,andthatendeavorshadbeenusedtodiscreditanddecrypoeticaljustice.Aplayinwhichthewickedprosper,andthevirtuousmiscarry,maydoubtlessbegood,becauseitisajustrepresentationofthecommoneventsofhumanlife;but,sinceallreasonablebeingsnaturallylovejustice,Icannoteasilybepersuadedthattheobservationofjustice.virtuous",1.69491525423729
"criticism,andthatendeavorshadbeenusedtodiscreditanddecrypoeticaljustice.Aplayinwhichthewickedprosper,andthevirtuousmiscarry,maydoubtlessbegood,becauseitisajustrepresentationofthecommoneventsofhumanlife;but,sinceallreasonablebeingsnaturallylovejustice,Icannoteasilybepersuadedthattheobservationofjustice.which",1.69491525423729
"criticism,andthatendeavorshadbeenusedtodiscreditanddecrypoeticaljustice.Aplayinwhichthewickedprosper,andthevirtuousmiscarry,maydoubtlessbegood,becauseitisajustrepresentationofthecommoneventsofhumanlife;but,sinceallreasonablebeingsnaturallylovejustice,Icannoteasilybepersuadedthattheobservationofjustice.wicked",1.69491525423729
"Areburnedandpurgedaway.ButthatIamforbidTotellthesecretsofmyprison-house,Icouldataleunfold,whoselightestwordWouldharrowupthysoul;freezethyyoungblood;Makethytwoeyes,likestars,startfromtheirspheres;Thyknottedandcombinedlockstopart,Andeachparticularhairtostandonend,.a",1.69491525423729
"Areburnedandpurgedaway.ButthatIamforbidTotellthesecretsofmyprison-house,Icouldataleunfold,whoselightestwordWouldharrowupthysoul;freezethyyoungblood;Makethytwoeyes,likestars,startfromtheirspheres;Thyknottedandcombinedlockstopart,Andeachparticularhairtostandonend,.am",1.69491525423729
"Areburnedandpurgedaway.ButthatIamforbidTotellthesecretsofmyprison-house,Icouldataleunfold,whoselightestwordWouldharrowupthysoul;freezethyyoungblood;Makethytwoeyes,likestars,startfromtheirspheres;Thyknottedandcombinedlockstopart,Andeachparticularhairtostandonend,.are",1.69491525423729
"Areburnedandpurgedaway.ButthatIamforbidTotellthesecretsofmyprison-house,Icouldataleunfold,whoselightestwordWouldharrowupthysoul;freezethyyoungblood;Makethytwoeyes,likestars,startfromtheirspheres;Thyknottedandcombinedlockstopart,Andeachparticularhairtostandonend,.away",1.69491525423729
"Areburnedandpurgedaway.ButthatIamforbidTotellthesecretsofmyprison-house,Icouldataleunfold,whoselightestwordWouldharrowupthysoul;freezethyyoungblood;Makethytwoeyes,likestars,startfromtheirspheres;Thyknottedandcombinedlockstopart,Andeachparticularhairtostandonend,.blood",1.69491525423729
"Areburnedandpurgedaway.ButthatIamforbidTotellthesecretsofmyprison-house,Icouldataleunfold,whoselightestwordWouldharrowupthysoul;freezethyyoungblood;Makethytwoeyes,likestars,startfromtheirspheres;Thyknottedandcombinedlockstopart,Andeachparticularhairtostandonend,.burned",1.69491525423729
"Areburnedandpurgedaway.ButthatIamforbidTotellthesecretsofmyprison-house,Icouldataleunfold,whoselightestwordWouldharrowupthysoul;freezethyyoungblood;Makethytwoeyes,likestars,startfromtheirspheres;Thyknottedandcombinedlockstopart,Andeachparticularhairtostandonend,.but",1.69491525423729
"Areburnedandpurgedaway.ButthatIamforbidTotellthesecretsofmyprison-house,Icouldataleunfold,whoselightestwordWouldharrowupthysoul;freezethyyoungblood;Makethytwoeyes,likestars,startfromtheirspheres;Thyknottedandcombinedlockstopart,Andeachparticularhairtostandonend,.combined",1.69491525423729
"Areburnedandpurgedaway.ButthatIamforbidTotellthesecretsofmyprison-house,Icouldataleunfold,whoselightestwordWouldharrowupthysoul;freezethyyoungblood;Makethytwoeyes,likestars,startfromtheirspheres;Thyknottedandcombinedlockstopart,Andeachparticularhairtostandonend,.could",1.69491525423729
"Areburnedandpurgedaway.ButthatIamforbidTotellthesecretsofmyprison-house,Icouldataleunfold,whoselightestwordWouldharrowupthysoul;freezethyyoungblood;Makethytwoeyes,likestars,startfromtheirspheres;Thyknottedandcombinedlockstopart,Andeachparticularhairtostandonend,.each",1.69491525423729
"Areburnedandpurgedaway.ButthatIamforbidTotellthesecretsofmyprison-house,Icouldataleunfold,whoselightestwordWouldharrowupthysoul;freezethyyoungblood;Makethytwoeyes,likestars,startfromtheirspheres;Thyknottedandcombinedlockstopart,Andeachparticularhairtostandonend,.end",1.69491525423729
"Areburnedandpurgedaway.ButthatIamforbidTotellthesecretsofmyprison-house,Icouldataleunfold,whoselightestwordWouldharrowupthysoul;freezethyyoungblood;Makethytwoeyes,likestars,startfromtheirspheres;Thyknottedandcombinedlockstopart,Andeachparticularhairtostandonend,.eyes",1.69491525423729
"Areburnedandpurgedaway.ButthatIamforbidTotellthesecretsofmyprison-house,Icouldataleunfold,whoselightestwordWouldharrowupthysoul;freezethyyoungblood;Makethytwoeyes,likestars,startfromtheirspheres;Thyknottedandcombinedlockstopart,Andeachparticularhairtostandonend,.forbid",1.69491525423729
"Areburnedandpurgedaway.ButthatIamforbidTotellthesecretsofmyprison-house,Icouldataleunfold,whoselightestwordWouldharrowupthysoul;freezethyyoungblood;Makethytwoeyes,likestars,startfromtheirspheres;Thyknottedandcombinedlockstopart,Andeachparticularhairtostandonend,.freeze",1.69491525423729
"Areburnedandpurgedaway.ButthatIamforbidTotellthesecretsofmyprison-house,Icouldataleunfold,whoselightestwordWouldharrowupthysoul;freezethyyoungblood;Makethytwoeyes,likestars,startfromtheirspheres;Thyknottedandcombinedlockstopart,Andeachparticularhairtostandonend,.from",1.69491525423729
"Areburnedandpurgedaway.ButthatIamforbidTotellthesecretsofmyprison-house,Icouldataleunfold,whoselightestwordWouldharrowupthysoul;freezethyyoungblood;Makethytwoeyes,likestars,startfromtheirspheres;Thyknottedandcombinedlockstopart,Andeachparticularhairtostandonend,.hair",1.69491525423729
"Areburnedandpurgedaway.ButthatIamforbidTotellthesecretsofmyprison-house,Icouldataleunfold,whoselightestwordWouldharrowupthysoul;freezethyyoungblood;Makethytwoeyes,likestars,startfromtheirspheres;Thyknottedandcombinedlockstopart,Andeachparticularhairtostandonend,.harrow",1.69491525423729
"Areburnedandpurgedaway.ButthatIamforbidTotellthesecretsofmyprison-house,Icouldataleunfold,whoselightestwordWouldharrowupthysoul;freezethyyoungblood;Makethytwoeyes,likestars,startfromtheirspheres;Thyknottedandcombinedlockstopart,Andeachparticularhairtostandonend,.knotted",1.69491525423729
"Areburnedandpurgedaway.ButthatIamforbidTotellthesecretsofmyprison-house,Icouldataleunfold,whoselightestwordWouldharrowupthysoul;freezethyyoungblood;Makethytwoeyes,likestars,startfromtheirspheres;Thyknottedandcombinedlockstopart,Andeachparticularhairtostandonend,.lightest",1.69491525423729
"Areburnedandpurgedaway.ButthatIamforbidTotellthesecretsofmyprison-house,Icouldataleunfold,whoselightestwordWouldharrowupthysoul;freezethyyoungblood;Makethytwoeyes,likestars,startfromtheirspheres;Thyknottedandcombinedlockstopart,Andeachparticularhairtostandonend,.like",1.69491525423729
"Areburnedandpurgedaway.ButthatIamforbidTotellthesecretsofmyprison-house,Icouldataleunfold,whoselightestwordWouldharrowupthysoul;freezethyyoungblood;Makethytwoeyes,likestars,startfromtheirspheres;Thyknottedandcombinedlockstopart,Andeachparticularhairtostandonend,.locks",1.69491525423729
"Areburnedandpurgedaway.ButthatIamforbidTotellthesecretsofmyprison-house,Icouldataleunfold,whoselightestwordWouldharrowupthysoul;freezethyyoungblood;Makethytwoeyes,likestars,startfromtheirspheres;Thyknottedandcombinedlockstopart,Andeachparticularhairtostandonend,.make",1.69491525423729
"Areburnedandpurgedaway.ButthatIamforbidTotellthesecretsofmyprison-house,Icouldataleunfold,whoselightestwordWouldharrowupthysoul;freezethyyoungblood;Makethytwoeyes,likestars,startfromtheirspheres;Thyknottedandcombinedlockstopart,Andeachparticularhairtostandonend,.my",1.69491525423729
"Areburnedandpurgedaway.ButthatIamforbidTotellthesecretsofmyprison-house,Icouldataleunfold,whoselightestwordWouldharrowupthysoul;freezethyyoungblood;Makethytwoeyes,likestars,startfromtheirspheres;Thyknottedandcombinedlockstopart,Andeachparticularhairtostandonend,.of",1.69491525423729
"Areburnedandpurgedaway.ButthatIamforbidTotellthesecretsofmyprison-house,Icouldataleunfold,whoselightestwordWouldharrowupthysoul;freezethyyoungblood;Makethytwoeyes,likestars,startfromtheirspheres;Thyknottedandcombinedlockstopart,Andeachparticularhairtostandonend,.on",1.69491525423729
"Areburnedandpurgedaway.ButthatIamforbidTotellthesecretsofmyprison-house,Icouldataleunfold,whoselightestwordWouldharrowupthysoul;freezethyyoungblood;Makethytwoeyes,likestars,startfromtheirspheres;Thyknottedandcombinedlockstopart,Andeachparticularhairtostandonend,.part",1.69491525423729
"Areburnedandpurgedaway.ButthatIamforbidTotellthesecretsofmyprison-house,Icouldataleunfold,whoselightestwordWouldharrowupthysoul;freezethyyoungblood;Makethytwoeyes,likestars,startfromtheirspheres;Thyknottedandcombinedlockstopart,Andeachparticularhairtostandonend,.particular",1.69491525423729
"Areburnedandpurgedaway.ButthatIamforbidTotellthesecretsofmyprison-house,Icouldataleunfold,whoselightestwordWouldharrowupthysoul;freezethyyoungblood;Makethytwoeyes,likestars,startfromtheirspheres;Thyknottedandcombinedlockstopart,Andeachparticularhairtostandonend,.prison-house",1.69491525423729
"Areburnedandpurgedaway.ButthatIamforbidTotellthesecretsofmyprison-house,Icouldataleunfold,whoselightestwordWouldharrowupthysoul;freezethyyoungblood;Makethytwoeyes,likestars,startfromtheirspheres;Thyknottedandcombinedlockstopart,Andeachparticularhairtostandonend,.purged",1.69491525423729
"Areburnedandpurgedaway.ButthatIamforbidTotellthesecretsofmyprison-house,Icouldataleunfold,whoselightestwordWouldharrowupthysoul;freezethyyoungblood;Makethytwoeyes,likestars,startfromtheirspheres;Thyknottedandcombinedlockstopart,Andeachparticularhairtostandonend,.secrets",1.69491525423729
"Areburnedandpurgedaway.ButthatIamforbidTotellthesecretsofmyprison-house,Icouldataleunfold,whoselightestwordWouldharrowupthysoul;freezethyyoungblood;Makethytwoeyes,likestars,startfromtheirspheres;Thyknottedandcombinedlockstopart,Andeachparticularhairtostandonend,.soul",1.69491525423729
"Areburnedandpurgedaway.ButthatIamforbidTotellthesecretsofmyprison-house,Icouldataleunfold,whoselightestwordWouldharrowupthysoul;freezethyyoungblood;Makethytwoeyes,likestars,startfromtheirspheres;Thyknottedandcombinedlockstopart,Andeachparticularhairtostandonend,.spheres",1.69491525423729
"Areburnedandpurgedaway.ButthatIamforbidTotellthesecretsofmyprison-house,Icouldataleunfold,whoselightestwordWouldharrowupthysoul;freezethyyoungblood;Makethytwoeyes,likestars,startfromtheirspheres;Thyknottedandcombinedlockstopart,Andeachparticularhairtostandonend,.stand",1.69491525423729
"Areburnedandpurgedaway.ButthatIamforbidTotellthesecretsofmyprison-house,Icouldataleunfold,whoselightestwordWouldharrowupthysoul;freezethyyoungblood;Makethytwoeyes,likestars,startfromtheirspheres;Thyknottedandcombinedlockstopart,Andeachparticularhairtostandonend,.stars",1.69491525423729
"Areburnedandpurgedaway.ButthatIamforbidTotellthesecretsofmyprison-house,Icouldataleunfold,whoselightestwordWouldharrowupthysoul;freezethyyoungblood;Makethytwoeyes,likestars,startfromtheirspheres;Thyknottedandcombinedlockstopart,Andeachparticularhairtostandonend,.start",1.69491525423729
"Areburnedandpurgedaway.ButthatIamforbidTotellthesecretsofmyprison-house,Icouldataleunfold,whoselightestwordWouldharrowupthysoul;freezethyyoungblood;Makethytwoeyes,likestars,startfromtheirspheres;Thyknottedandcombinedlockstopart,Andeachparticularhairtostandonend,.tale",1.69491525423729
"Areburnedandpurgedaway.ButthatIamforbidTotellthesecretsofmyprison-house,Icouldataleunfold,whoselightestwordWouldharrowupthysoul;freezethyyoungblood;Makethytwoeyes,likestars,startfromtheirspheres;Thyknottedandcombinedlockstopart,Andeachparticularhairtostandonend,.tell",1.69491525423729
"Areburnedandpurgedaway.ButthatIamforbidTotellthesecretsofmyprison-house,Icouldataleunfold,whoselightestwordWouldharrowupthysoul;freezethyyoungblood;Makethytwoeyes,likestars,startfromtheirspheres;Thyknottedandcombinedlockstopart,Andeachparticularhairtostandonend,.that",1.69491525423729
"Areburnedandpurgedaway.ButthatIamforbidTotellthesecretsofmyprison-house,Icouldataleunfold,whoselightestwordWouldharrowupthysoul;freezethyyoungblood;Makethytwoeyes,likestars,startfromtheirspheres;Thyknottedandcombinedlockstopart,Andeachparticularhairtostandonend,.the",1.69491525423729
"Areburnedandpurgedaway.ButthatIamforbidTotellthesecretsofmyprison-house,Icouldataleunfold,whoselightestwordWouldharrowupthysoul;freezethyyoungblood;Makethytwoeyes,likestars,startfromtheirspheres;Thyknottedandcombinedlockstopart,Andeachparticularhairtostandonend,.their",1.69491525423729
"Areburnedandpurgedaway.ButthatIamforbidTotellthesecretsofmyprison-house,Icouldataleunfold,whoselightestwordWouldharrowupthysoul;freezethyyoungblood;Makethytwoeyes,likestars,startfromtheirspheres;Thyknottedandcombinedlockstopart,Andeachparticularhairtostandonend,.two",1.69491525423729
"Areburnedandpurgedaway.ButthatIamforbidTotellthesecretsofmyprison-house,Icouldataleunfold,whoselightestwordWouldharrowupthysoul;freezethyyoungblood;Makethytwoeyes,likestars,startfromtheirspheres;Thyknottedandcombinedlockstopart,Andeachparticularhairtostandonend,.unfold",1.69491525423729
"Areburnedandpurgedaway.ButthatIamforbidTotellthesecretsofmyprison-house,Icouldataleunfold,whoselightestwordWouldharrowupthysoul;freezethyyoungblood;Makethytwoeyes,likestars,startfromtheirspheres;Thyknottedandcombinedlockstopart,Andeachparticularhairtostandonend,.up",1.69491525423729
"Areburnedandpurgedaway.ButthatIamforbidTotellthesecretsofmyprison-house,Icouldataleunfold,whoselightestwordWouldharrowupthysoul;freezethyyoungblood;Makethytwoeyes,likestars,startfromtheirspheres;Thyknottedandcombinedlockstopart,Andeachparticularhairtostandonend,.whose",1.69491525423729
"Areburnedandpurgedaway.ButthatIamforbidTotellthesecretsofmyprison-house,Icouldataleunfold,whoselightestwordWouldharrowupthysoul;freezethyyoungblood;Makethytwoeyes,likestars,startfromtheirspheres;Thyknottedandcombinedlockstopart,Andeachparticularhairtostandonend,.word",1.69491525423729
"Areburnedandpurgedaway.ButthatIamforbidTotellthesecretsofmyprison-house,Icouldataleunfold,whoselightestwordWouldharrowupthysoul;freezethyyoungblood;Makethytwoeyes,likestars,startfromtheirspheres;Thyknottedandcombinedlockstopart,Andeachparticularhairtostandonend,.would",1.69491525423729
"Areburnedandpurgedaway.ButthatIamforbidTotellthesecretsofmyprison-house,Icouldataleunfold,whoselightestwordWouldharrowupthysoul;freezethyyoungblood;Makethytwoeyes,likestars,startfromtheirspheres;Thyknottedandcombinedlockstopart,Andeachparticularhairtostandonend,.young",1.69491525423729
"Ros.Thenistheworldone.Ham.Agoodlyone;inwhichtherearemanyconfines,wards,anddungeons;Denmarkbeingoneoftheworst.Ros.Wethinknotso,mylord.Ham.Why,then'tisnonetoyou;forthereisnothingeithergoodorbad,butthinkingmakesitso;tomeitisaprison.Ros.Why,thenyourambitionmakesitone;'tistoonarrowforyourmind.Ham.OGod!Icouldbeboundedinanutshell,andcountmyselfakingofinfinitespace,wereitnotthatIhavebaddreams.Guil.Whichdreams,indeed,areambition;fortheverysubstanceoftheambitiousismerelytheshadowofadream.Ham.Adreamitselfisbutashadow.Ros.Truly;andIholdambitionofsoairyandlightaquality,thatitisbutashadow'sshadow.Ham.Thenareourbeggars,bodies;andourmonarchs,andoutstretchedheroes,thebeggars'shadows.Shallwetothecourt?for,bymyfay,Icannotreason.Ros.Guil.We'llwaituponyou..ambition",1.67597765363128
"Ros.Thenistheworldone.Ham.Agoodlyone;inwhichtherearemanyconfines,wards,anddungeons;Denmarkbeingoneoftheworst.Ros.Wethinknotso,mylord.Ham.Why,then'tisnonetoyou;forthereisnothingeithergoodorbad,butthinkingmakesitso;tomeitisaprison.Ros.Why,thenyourambitionmakesitone;'tistoonarrowforyourmind.Ham.OGod!Icouldbeboundedinanutshell,andcountmyselfakingofinfinitespace,wereitnotthatIhavebaddreams.Guil.Whichdreams,indeed,areambition;fortheverysubstanceoftheambitiousismerelytheshadowofadream.Ham.Adreamitselfisbutashadow.Ros.Truly;andIholdambitionofsoairyandlightaquality,thatitisbutashadow'sshadow.Ham.Thenareourbeggars,bodies;andourmonarchs,andoutstretchedheroes,thebeggars'shadows.Shallwetothecourt?for,bymyfay,Icannotreason.Ros.Guil.We'llwaituponyou..are",1.67597765363128
"Ros.Thenistheworldone.Ham.Agoodlyone;inwhichtherearemanyconfines,wards,anddungeons;Denmarkbeingoneoftheworst.Ros.Wethinknotso,mylord.Ham.Why,then'tisnonetoyou;forthereisnothingeithergoodorbad,butthinkingmakesitso;tomeitisaprison.Ros.Why,thenyourambitionmakesitone;'tistoonarrowforyourmind.Ham.OGod!Icouldbeboundedinanutshell,andcountmyselfakingofinfinitespace,wereitnotthatIhavebaddreams.Guil.Whichdreams,indeed,areambition;fortheverysubstanceoftheambitiousismerelytheshadowofadream.Ham.Adreamitselfisbutashadow.Ros.Truly;andIholdambitionofsoairyandlightaquality,thatitisbutashadow'sshadow.Ham.Thenareourbeggars,bodies;andourmonarchs,andoutstretchedheroes,thebeggars'shadows.Shallwetothecourt?for,bymyfay,Icannotreason.Ros.Guil.We'llwaituponyou..but",1.67597765363128
"Ros.Thenistheworldone.Ham.Agoodlyone;inwhichtherearemanyconfines,wards,anddungeons;Denmarkbeingoneoftheworst.Ros.Wethinknotso,mylord.Ham.Why,then'tisnonetoyou;forthereisnothingeithergoodorbad,butthinkingmakesitso;tomeitisaprison.Ros.Why,thenyourambitionmakesitone;'tistoonarrowforyourmind.Ham.OGod!Icouldbeboundedinanutshell,andcountmyselfakingofinfinitespace,wereitnotthatIhavebaddreams.Guil.Whichdreams,indeed,areambition;fortheverysubstanceoftheambitiousismerelytheshadowofadream.Ham.Adreamitselfisbutashadow.Ros.Truly;andIholdambitionofsoairyandlightaquality,thatitisbutashadow'sshadow.Ham.Thenareourbeggars,bodies;andourmonarchs,andoutstretchedheroes,thebeggars'shadows.Shallwetothecourt?for,bymyfay,Icannotreason.Ros.Guil.We'llwaituponyou..shadow",1.67597765363128
"Ros.Thenistheworldone.Ham.Agoodlyone;inwhichtherearemanyconfines,wards,anddungeons;Denmarkbeingoneoftheworst.Ros.Wethinknotso,mylord.Ham.Why,then'tisnonetoyou;forthereisnothingeithergoodorbad,butthinkingmakesitso;tomeitisaprison.Ros.Why,thenyourambitionmakesitone;'tistoonarrowforyourmind.Ham.OGod!Icouldbeboundedinanutshell,andcountmyselfakingofinfinitespace,wereitnotthatIhavebaddreams.Guil.Whichdreams,indeed,areambition;fortheverysubstanceoftheambitiousismerelytheshadowofadream.Ham.Adreamitselfisbutashadow.Ros.Truly;andIholdambitionofsoairyandlightaquality,thatitisbutashadow'sshadow.Ham.Thenareourbeggars,bodies;andourmonarchs,andoutstretchedheroes,thebeggars'shadows.Shallwetothecourt?for,bymyfay,Icannotreason.Ros.Guil.We'llwaituponyou..so",1.67597765363128
"Ros.Thenistheworldone.Ham.Agoodlyone;inwhichtherearemanyconfines,wards,anddungeons;Denmarkbeingoneoftheworst.Ros.Wethinknotso,mylord.Ham.Why,then'tisnonetoyou;forthereisnothingeithergoodorbad,butthinkingmakesitso;tomeitisaprison.Ros.Why,thenyourambitionmakesitone;'tistoonarrowforyourmind.Ham.OGod!Icouldbeboundedinanutshell,andcountmyselfakingofinfinitespace,wereitnotthatIhavebaddreams.Guil.Whichdreams,indeed,areambition;fortheverysubstanceoftheambitiousismerelytheshadowofadream.Ham.Adreamitselfisbutashadow.Ros.Truly;andIholdambitionofsoairyandlightaquality,thatitisbutashadow'sshadow.Ham.Thenareourbeggars,bodies;andourmonarchs,andoutstretchedheroes,thebeggars'shadows.Shallwetothecourt?for,bymyfay,Icannotreason.Ros.Guil.We'llwaituponyou..to",1.67597765363128
"o'thetime:itopenstheeyesofexpectation;performanceiseverthedullerforhisact;and,butintheplainerandsimplerkindofpeople,thedeedofsayingisquiteoutofuse.Topromiseismostcourtlyandfashionable;performanceisakindofwillortestament,whicharguesagreatsicknessinhisjudgmentthatmakesit..act",1.61290322580645
"o'thetime:itopenstheeyesofexpectation;performanceiseverthedullerforhisact;and,butintheplainerandsimplerkindofpeople,thedeedofsayingisquiteoutofuse.Topromiseismostcourtlyandfashionable;performanceisakindofwillortestament,whicharguesagreatsicknessinhisjudgmentthatmakesit..argues",1.61290322580645
"o'thetime:itopenstheeyesofexpectation;performanceiseverthedullerforhisact;and,butintheplainerandsimplerkindofpeople,thedeedofsayingisquiteoutofuse.Topromiseismostcourtlyandfashionable;performanceisakindofwillortestament,whicharguesagreatsicknessinhisjudgmentthatmakesit..but",1.61290322580645
"o'thetime:itopenstheeyesofexpectation;performanceiseverthedullerforhisact;and,butintheplainerandsimplerkindofpeople,thedeedofsayingisquiteoutofuse.Topromiseismostcourtlyandfashionable;performanceisakindofwillortestament,whicharguesagreatsicknessinhisjudgmentthatmakesit..courtly",1.61290322580645
